switch_lip,desc,vpc_is,vpc_lipg,int_desc,if_f_num,if_t_num,bogus
401_402_UNET__SpaceX_LIP,DCP-2999,VPC1_IS,FBI_401_402_UNET_SpaceX_VPC1_LIPG,Server 1,3,3
401_402_UNET__SpaceX_LIP,DCP-2999,VPC2_IS,FBI_401_402_UNET_SpaceX_VPC2_LIPG,Server 2,4,4
401_402_UNET__SpaceX_LIP,DCP-2999,VPC3_IS,FBI_401_402_UNET_SpaceX_VPC3_LIPG,Server 3,5,5
401_402_UNET__SpaceX_LIP,DCP-2999,VPC4_IS,FBI_401_402_UNET_SpaceX_VPC4_LIPG,Server 4,6,6
